Unnamed: 0,code,name,description,material,size,fragm,cultlayer,execorg,survyear,artifact_id,group_key,image_file,image_path,image_exists,object_type,material_group,integrity,part_zone,split
11672,Нц-53-067,Изразец,Изразца красноглиняного рамочного с коричневой поливой снаружи угловой части с румпой фр-т ,Керамика,"6,5+ х 4+ см",Фрагмент,Супесь светло-серая/ гориз.3,,,Нц-53-067,Нц-53-067,Нц-53-067_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-53-067_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
11797,Нейш3А-2018-0097,Крышка,Крышка круглая прозрачного бесцветного стекла,Стекло,Д=9 см,Целый,Современный строительный мусор,,,Нейш3А-2018-0097,Нейш3А-2018-0097,Нейш3А-2018-0097_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0097_orig.jpg,True,крышка,glass,whole,lid,train_inner
11802,Нейш3А-2018-0108,Крышка,Крышки фаянсовой с цветочным орнаментом  фр-т,Фаянс,6х6 см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0108,Нейш3А-2018-0108,Нейш3А-2018-0108_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0108_orig.jpg,True,крышка,faience,fragment,lid,train_inner
11807,Нейш3А-2018-0117,Тарелка,Тарелки фарфоровой клейменой профиль,Фарфор,Д=14 см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0117,Нейш3А-2018-0117,Нейш3А-2018-0117_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0117_orig.jpg,True,тарелка,porcelain,fragment,profile,train_inner
11812,Нейш3А-2018-0138,Тарелка,Тарелки фарфоровой венчика фигурного фр-т,Фарфор,"5,5х4,8 см",Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0138,Нейш3А-2018-0138,Нейш3А-2018-0138_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0138_orig.jpg,True,тарелка,porcelain,fragment,rim,train_inner
11823,Нейш3А-2018-0189,Крышка,Крышки прозрачного темно-зеленого стекла фр-т,Стекло,Д=7+ см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0189,Нейш3А-2018-0189,Нейш3А-2018-0189_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0189_orig.jpg,True,крышка,glass,fragment,lid,train_inner
11828,Нейш3А-2018-0203,Тарелка,Тарелочки прозрачного бесцветного стекла с рельефным узором в виде звезды по центру и маленьких звездочек у ее вершин внутри венчика фр-т,Стекло,Д=10+ см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0203,Нейш3А-2018-0203,Нейш3А-2018-0203_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0203_orig.jpg,True,тарелка,glass,fragment,rim,train_inner
11832,Нейш3А-2018-0210,Блюдце,Блюдца прозрачного бесцветного стекла профиль,Стекло,Д=9 см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0210,Нейш3А-2018-0210,Нейш3А-2018-0210_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0210_orig.jpg,True,блюдце,glass,fragment,profile,train_inner
11849,Нейш3А-2018-0247,Блюдце,Блюдца фарфорового клейменого  донца фр-т,Фарфор,5х3 см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0247,Нейш3А-2018-0247,Нейш3А-2018-0247_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0247_orig.jpg,True,блюдце,porcelain,fragment,base,train_inner
11853,Нейш3А-2018-0252,Тарелка,Тарелки фаянсовой клейменой донца фр-т,Фаянс,д=7+ см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0252,Нейш3А-2018-0252,Нейш3А-2018-0252_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0252_orig.jpg,True,тарелка,faience,fragment,base,train_inner
11854,Нейш3А-2018-0254,Тарелка,"Тарелки фаянсовой с геометрическим орнаментом (зеленый, коричневый) по краю венчика фр-т",Фаянс,"12,5х5,5 см",Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0254,Нейш3А-2018-0254,Нейш3А-2018-0254_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0254_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
11855,Нейш3А-2018-0255,Тарелка,Тарелки фаянсовой с синим растительным орнаментом внутри клейменой профиль,Фаянс,Д=7+ см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0255,Нейш3А-2018-0255,Нейш3А-2018-0255_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0255_orig.jpg,True,тарелка,faience,fragment,profile,train_inner
11857,Нейш3А-2018-0259,Тарелка,"Тарелки суповой фаянсовой с пятнистым узором (бордовый, зеленый) по краю венчиков фр-ты",Фаянс,Д=25 см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0259,Нейш3А-2018-0259,Нейш3А-2018-0259_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0259_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
11863,Нейш3А-2018-0276,Крышка,Крышечка фарфоровая полусферической формы с шарообразной ручкой по центру и серебристой линией по внешнему краю,Фарфор,"Д=4,5 см",Целый,Современный строительный мусор,,,Нейш3А-2018-0276,Нейш3А-2018-0276,Нейш3А-2018-0276_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0276_orig.jpg,True,крышка,porcelain,whole,unknown,train_inner
11870,Нейш3А-2018-0288,Крышка,Ручка фаянсовая шарообразная,Фаянс,"Д=3 h=2,5 см",Целый,Современный строительный мусор,,,Нейш3А-2018-0288,Нейш3А-2018-0288,Нейш3А-2018-0288_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0288_orig.jpg,True,крышка,faience,whole,handle,train_inner
11909,Нейш3А-2018-0373,Крышка,Крышки фаянсовой с растительным и геометрическим орнаментом по внешнему краю фр-т,Фаянс,Д=10+ см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0373,Нейш3А-2018-0373,Нейш3А-2018-0373_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0373_orig.jpg,True,крышка,faience,fragment,lid,train_inner
11911,Нейш3А-2018-0377,Тарелка,Тарелки фаянсовой клейменой донца  фр-т,Фаянс,"11,5х7,5 см",Фрагмент,Мощение,,,Нейш3А-2018-0377,Нейш3А-2018-0377,Нейш3А-2018-0377_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0377_orig.jpg,True,тарелка,faience,fragment,base,train_inner
11912,Нейш3А-2018-0378,Тарелка,Тарелки фаянсовой с зеленым цветочным орнаментом внутри донца фр-т,Фаянс,5х4 см,Фрагмент,Мощение,,,Нейш3А-2018-0378,Нейш3А-2018-0378,Нейш3А-2018-0378_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0378_orig.jpg,True,тарелка,faience,fragment,base,train_inner
11920,Нейш3А-2018-0394,Тарелка,Тарелки фарфоровой с зеленым линейным орнаментом внутри венчика фр-т,Фарфор,"6,3х4 см",Фрагмент,Мощение,,,Нейш3А-2018-0394,Нейш3А-2018-0394,Нейш3А-2018-0394_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0394_orig.jpg,True,тарелка,porcelain,fragment,rim,train_inner
11930,Нейш3А-2018-0426,Тарелка,"Тарелки фаянсовой с красным геометрическим, зооморфным и растительным орнаментом снаружи и внутри венчика фр-т",Фаянс,"5х3,5 см",Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0426,Нейш3А-2018-0426,Нейш3А-2018-0426_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0426_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
11935,Нейш3А-2018-0454,Блюдце,Блюдца прозрачного голубого стекла круглого граненого с узором - многоконечной звездой на донце профиль,Стекло,д=7 см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0454,Нейш3А-2018-0454,Нейш3А-2018-0454_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0454_orig.jpg,True,блюдце,glass,fragment,base,train_inner
11953,Нейш3А-2018-0499,Тарелка,Тарелки фаянсовой с волнообразными краями профиль,Фаянс,Д=15+ см,Фрагмент,Темно-коричневая супесь,,,Нейш3А-2018-0499,Нейш3А-2018-0499,Нейш3А-2018-0499_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0499_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
11954,Нейш3А-2018-0500,Крышка,Крышка металлическая синего цвета снаружи и внутри,Металл,Д=10 см,Целый,Темно-коричневая супесь,,,Нейш3А-2018-0500,Нейш3А-2018-0500,Нейш3А-2018-0500_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0500_orig.jpg,True,крышка,metal,whole,lid,train_inner
11977,Нейш3А-2018-0572,Крышка,Крышечка прозрачного бесцветного стекла круглая,Стекло,"Д=6,2 см",Целый,Строительный мусор с включением битого кирпича,,,Нейш3А-2018-0572,Нейш3А-2018-0572,Нейш3А-2018-0572_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0572_orig.jpg,True,крышка,glass,whole,unknown,train_inner
12007,Нейш3А-2018-0625,Тарелка,Тарелки фарфоровой клейменой придонной части с донцем фр-т,Фарфор,д=15+ см,Фрагмент,Темно-коричневая супесь,,,Нейш3А-2018-0625,Нейш3А-2018-0625,Нейш3А-2018-0625_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0625_orig.jpg,True,тарелка,porcelain,fragment,base,train_inner
12009,Нейш3А-2018-0629,Тарелка,Тарелки фаянсовой клейменой донца фр-т,Фаянс,"7,5х3,5 см",Фрагмент,Темно-коричневая супесь,,,Нейш3А-2018-0629,Нейш3А-2018-0629,Нейш3А-2018-0629_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0629_orig.jpg,True,тарелка,faience,fragment,base,train_inner
12020,Нейш3А-2018-0645,Изразец,Изразца печного красноглиняного прямоугольной формы с белой поливой снаружи и фр-том клейма внутри профиль,Керамика,,Фрагмент,Темно-коричневая супесь,,,Нейш3А-2018-0645,Нейш3А-2018-0645,Нейш3А-2018-0645_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0645_orig.jpg,True,изразец,ceramic,fragment,profile,train_inner
12100,Нейш3А-2018-0733,Блюдце,"Блюдца фарфорового с линейным орнаментом (красный, золотистый) внутри клейменого профиль",Фарфор,"Д=7,5+ h=4,5 см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0733,Нейш3А-2018-0733,Нейш3А-2018-0733_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0733_orig.jpg,True,блюдце,porcelain,fragment,profile,train_inner
12104,Нейш3А-2018-0738,Блюдце,"Тарелки фаянсовой с зеленой росписью внутри (птица, цветы, геометрический орнамент) клейменой профиль",Фаянс,Д=15 см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0738,Нейш3А-2018-0738,Нейш3А-2018-0738_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0738_orig.jpg,True,блюдце,faience,fragment,profile,train_inner
12108,Нейш3А-2018-0742,Тарелка,Тарелки фаянсовой с голубой линией по центру донца с придонной частью фр-т,Фаянс,"д=12,5 см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0742,Нейш3А-2018-0742,Нейш3А-2018-0742_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0742_orig.jpg,True,тарелка,faience,fragment,base,train_inner
12112,Нейш3А-2018-0855,Тарелка,Тарелки фаянсовой профиль,Фаянс,Д=17+  см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0855,Нейш3А-2018-0855,Нейш3А-2018-0855_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0855_orig.jpg,True,тарелка,faience,fragment,profile,train_inner
12156,Нейш3А-2018-0806,Крышка,"Крышка фарфоровая с рельефным орнаментом (белый, красный) на синем фоне снаружи клейменая",Фарфор,Д=10 см,Целый,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0806,Нейш3А-2018-0806,Нейш3А-2018-0806_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0806_orig.jpg,True,крышка,porcelain,whole,lid,train_inner
12160,Нейш3А-2018-0810,Блюдце,"Блюдца фарфорового с цветочным орнаментом внутри (синий, розовый, зеленый, бордовый, золотистый) клейменого профиль",Фарфор,Д=7+ д=8 см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0810,Нейш3А-2018-0810,Нейш3А-2018-0810_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0810_orig.jpg,True,блюдце,porcelain,fragment,profile,train_inner
12161,Нейш3А-2018-0811,Блюдце,"Блюдца фарфорового с растительным орнаментом внутри (красный, золотистый) клейменого профиль",Фарфор,"Д=11,5+ д=7,8 см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0811,Нейш3А-2018-0811,Нейш3А-2018-0811_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0811_orig.jpg,True,блюдце,porcelain,fragment,profile,train_inner
12162,Нейш3А-2018-0812,Блюдце,"Блюдце фарфоровое с цветочным орнаментом внутри (серый, синий) клейменое",Фарфор,"Д=14 д=9,5 см",Целый,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0812,Нейш3А-2018-0812,Нейш3А-2018-0812_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0812_orig.jpg,True,блюдце,porcelain,whole,unknown,train_inner
12178,Нейш3А-2018-0831,Блюдце,"Блюдца фарфорового с цветочным орнаментом внутри (зеленый, розовый) венчика фр-т",Фарфор,Д=10+ см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0831,Нейш3А-2018-0831,Нейш3А-2018-0831_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0831_orig.jpg,True,блюдце,porcelain,fragment,rim,train_inner
12179,Нейш3А-2018-0833,Блюдце,"Блюдца фарфорового с цветочным орнаментом внутри (желтый, зеленый, сиреневый, коричневый, золотистый) профиль",Фарфор,"Д=5,5+ д=4+ см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0833,Нейш3А-2018-0833,Нейш3А-2018-0833_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0833_orig.jpg,True,блюдце,porcelain,fragment,profile,train_inner
12180,Нейш3А-2018-0834,Блюдце,"Блюдца фарфорового с цветочным орнаментом внутри (желтый, зеленый, сиреневый, розовый, коричневый, золотистый) профиль",Фарфор,"Д=5,5+ д=2+ см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0834,Нейш3А-2018-0834,Нейш3А-2018-0834_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0834_orig.jpg,True,блюдце,porcelain,fragment,profile,train_inner
12181,Нейш3А-2018-0837,Блюдце,"Блюдца фарфорового клейменого с растительным и линейным орнаментом внутри (синий, зеленый, розовый, красный) профиль",Фарфор,Д=13 д=8 см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0837,Нейш3А-2018-0837,Нейш3А-2018-0837_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0837_orig.jpg,True,блюдце,porcelain,fragment,profile,train_inner
12182,Нейш3А-2018-0838,Крышка,Крышечки фарфоровой ручка конусообразной формы с рельефным орнаментом и широкой золотистой линией по навершию,Фарфор,"Д=3 h=3,5  см",Целый,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0838,Нейш3А-2018-0838,Нейш3А-2018-0838_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0838_orig.jpg,True,крышка,porcelain,whole,lid,train_inner
12188,Нейш3А-2018-0844,Блюдце,Блюдечка фаянсового клейменого профиль,Фаянс,"Д=6,5 д=4 см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0844,Нейш3А-2018-0844,Нейш3А-2018-0844_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0844_orig.jpg,True,блюдце,faience,fragment,profile,train_inner
12192,Нейш3А-2018-0851,Тарелка,Тарелки фаянсовой венчика фр-т,Фаянс,Д=17+  см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0851,Нейш3А-2018-0851,Нейш3А-2018-0851_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0851_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
12193,Нейш3А-2018-0856,Тарелка,Тарелки фаянсовой профиль,Фаянс,"Д=16,5+ д=8,5+ см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0856,Нейш3А-2018-0856,Нейш3А-2018-0856_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0856_orig.jpg,True,тарелка,faience,fragment,profile,train_inner
12196,Нейш3А-2018-0861,Крышка,Крышки фаянсовой полусферической формы венчика фр-т,Фаянс,Д=8+ см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0861,Нейш3А-2018-0861,Нейш3А-2018-0861_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0861_orig.jpg,True,крышка,faience,fragment,rim,train_inner
12199,Нейш3А-2018-0868,Изразец,Изразца красноглиняного белополивного фр-т,Керамика,16х6х8 см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0868,Нейш3А-2018-0868,Нейш3А-2018-0868_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0868_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
12202,Нейш3А-2018-0871,Блюдце,"Блюдца фарфорового с цветочным и линейным орнаментом внутри (зеленый, красный) профиль",Фарфор,Д=6+ см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0871,Нейш3А-2018-0871,Нейш3А-2018-0871_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0871_orig.jpg,True,блюдце,porcelain,fragment,profile,train_inner
12209,Нейш3А-2018-0881,Крышка,Крышечки фарфоровой с фр-том зеленого растительного узора на розовом фоне снаружи венчика фр-т,Фарфор,Д=5+ см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-0881,Нейш3А-2018-0881,Нейш3А-2018-0881_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0881_orig.jpg,True,крышка,porcelain,fragment,rim,train_inner
12238,Нейш3А-2018-0947,Тарелка,Тарелки фаянсовой клейменой донца фр-т,Фаянс,"Д=5,5+ см",Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0947,Нейш3А-2018-0947,Нейш3А-2018-0947_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0947_orig.jpg,True,тарелка,faience,fragment,base,train_inner
12239,Нейш3А-2018-0949,Тарелка,Тарелки фаянсовой клейменой донца фр-т,Фаянс,"3,5х2 см",Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0949,Нейш3А-2018-0949,Нейш3А-2018-0949_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0949_orig.jpg,True,тарелка,faience,fragment,base,train_inner
12245,Нейш3А-2018-0956,Изразец,Изразца печного с белой поливой снаружи фр-т,Керамика,"17,5х7,5х6 см",Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0956,Нейш3А-2018-0956,Нейш3А-2018-0956_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0956_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
12264,Нейш3А-2018-0986,Крышка,Крышки красноглиняной с коричневой поливой и рельефным орнаментом  снаружи венчика фр-т,Керамика,"Д=12,5+ см",Фрагмент,Современный строительный мусор,,,Нейш3А-2018-0986,Нейш3А-2018-0986,Нейш3А-2018-0986_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-0986_orig.jpg,True,крышка,ceramic,fragment,rim,train_inner
12292,Нейш3А-2018-1034,Крышка,Крышечки фаянсовой со следами бордового  цветочного орнамента в стиле деколь снаружи венчика фр-т,Фаянс,Д=4+ см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-1034,Нейш3А-2018-1034,Нейш3А-2018-1034_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-1034_orig.jpg,True,крышка,faience,fragment,rim,train_inner
12293,Нейш3А-2018-1035,Крышка,Крышечки фарфоровой с золотистым и синим орнаментом на темно-розовом фоне снаружи венчика фр-т,Фарфор,Д=5+ см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-1035,Нейш3А-2018-1035,Нейш3А-2018-1035_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-1035_orig.jpg,True,крышка,porcelain,fragment,rim,train_inner
12298,Нейш3А-2018-1042,Тарелка,Тарелки фаянсовой с синим растительным орнаментом в стиле деколь внутри клейменой профиль,Фаянс,"Д=20,5 д=11,5  см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,Нейш3А-2018-1042,Нейш3А-2018-1042,Нейш3А-2018-1042_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-1042_orig.jpg,True,тарелка,faience,fragment,profile,train_inner
12341,Нейш3А-2018-1138,Тарелка,Тарелки фарфоровой глубокой клейменой профиль,Фарфор,Д=13+ д=11 см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-1138,Нейш3А-2018-1138,Нейш3А-2018-1138_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-1138_orig.jpg,True,тарелка,porcelain,fragment,profile,train_inner
12361,Нейш3А-2018-1178,Тарелка,Тарелки белоглиняной с желтой поливой снаружи и внутри глубокой профиль,Керамика,Д=9+ см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-1178,Нейш3А-2018-1178,Нейш3А-2018-1178_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-1178_orig.jpg,True,тарелка,ceramic,fragment,profile,train_inner
12363,Нейш3А-2018-1180,Блюдце,Блюдца фарфорового клейменого профиль,Фарфор,Д=10+ д=7+ см,Фрагмент,Современный строительный мусор,,,Нейш3А-2018-1180,Нейш3А-2018-1180,Нейш3А-2018-1180_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-1180_orig.jpg,True,блюдце,porcelain,fragment,profile,train_inner
12367,Нейш3А-2018-1186,Плитка,Плитки с клеймом фр-т,Камень,"12,5+х12,5+ см",Фрагмент,Современный строительный мусор,,,Нейш3А-2018-1186,Нейш3А-2018-1186,Нейш3А-2018-1186_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-1186_orig.jpg,True,плитка,stone,fragment,unknown,train_inner
12396,Нейш3А-2018-1232,Тарелка,Тарелочки красноглиняной венчика фр-т,Керамика,Д=10+ см,Фрагмент,Темно-коричневая супесь,,,Нейш3А-2018-1232,Нейш3А-2018-1232,Нейш3А-2018-1232_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-1232_orig.jpg,True,тарелка,ceramic,fragment,rim,train_inner
12463,Нейш3А-2018-1357,Блюдце,Блюдца фарфорового клейменого профиль,Фарфор,"Д=13 д=7,5  см",Фрагмент,Темно-коричневая супесь,,,Нейш3А-2018-1357,Нейш3А-2018-1357,Нейш3А-2018-1357_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-1357_orig.jpg,True,блюдце,porcelain,fragment,profile,train_inner
12473,Нейш3А-2018-1372,Изразец,Изразца печного красноглиняного с зеленой поливой с одной стороны фр-т,Керамика,"4,5+х5,5+х1,3 см",Фрагмент,Современный строительный мусор,,,Нейш3А-2018-1372,Нейш3А-2018-1372,Нейш3А-2018-1372_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-1372_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
12477,Нейш3А-2018-1379,Крышка,Крышечки фарфоровой круглой с шарообразной ручкой посередине профиль,Фарфор,"Д=7,4 см",Фрагмент,Строительный мусор с включением древесного тлена,,,Нейш3А-2018-1379,Нейш3А-2018-1379,Нейш3А-2018-1379_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нейш3А-2018-1379_orig.jpg,True,крышка,porcelain,fragment,profile,train_inner
